CV,ML,Eval,Spotify,E2E
19225.319623947144,3.9429664611816406,96.83871269226074,17692.795991897583,48389.554500579834
18249.824047088623,3.8454532623291016,96.07362747192383,9707.695722579956,28063.42053413391
18819.186210632324,3.023862838745117,94.34151649475098,12248.326063156128,31175.813913345337
19160.99500656128,1.977682113647461,98.30474853515625,6810.518264770508,26079.50234413147
18441.328287124634,1.0712146759033203,120.15557289123535,11683.98904800415,30262.012243270874
18696.32625579834,2.0444393157958984,99.81107711791992,11888.48614692688,30696.28071784973
18409.592866897583,1.9869804382324219,97.11599349975586,8796.323537826538,27314.11123275757
20185.66870689392,2.476215362548828,99.04074668884277,11433.066368103027,31729.03037071228
18852.652311325073,2.9633045196533203,100.94833374023438,7285.235166549683,26248.35729598999
18625.200748443604,2.3767948150634766,108.74652862548828,11688.703298568726,30432.554483413696
18828.595638275146,2.5184154510498047,119.09699440002441,12111.762046813965,31070.355892181396
20018.396615982056,2.105236053466797,97.43356704711914,11310.02426147461,31435.47296524048
20637.38703727722,0.9992122650146484,129.74882125854492,11294.049978256226,32071.71607017517
18241.70184135437,2.953052520751953,95.17240524291992,11400.048017501831,29746.493577957153
18194.04697418213,1.9955635070800781,161.51118278503418,6338.427782058716,24706.522464752197
18361.292839050293,2.889871597290039,101.10592842102051,12269.051313400269,84850.25882720947
33492.68627166748,8.985519409179688,166.78333282470703,12625.981330871582,46305.840492248535
20980.687379837036,2.508878707885742,144.7145938873291,12623.32010269165,33769.4308757782
24171.494245529175,4.105806350708008,124.35507774353027,12184.937477111816,36505.78856468201
